totalvehicles,CaseYear,ST_CASE,VEH_NO,NUMOCCS,DEATHS,DR_DRINK,DR_ZIP,SPEEDREL,HIT_RUN,BODY_TYP,BODY_TYPNAME,MAK_MOD,MOD_YEAR,Body,DISTRACT,IMPAIR
2,2020,540015,2,1,0,FALSE,21061,FALSE,FALSE,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",International Harvester/Navistar Medium/Heavy - CBE,2000,Straight truck,Not Reported,None/Apparently Normal
1,2020,540016,1,1,1,FALSE,26554,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1997,Utility/Minivan,Not Reported,"Ill, Blackout"
2,2020,540017,1,1,1,FALSE,24701,FALSE,FALSE,4,"4-door sedan, hardtop",Oldsmobile Ninety-Eight/Regency,1983,Sedan,Not Reported,None/Apparently Normal
2,2020,540017,2,4,0,FALSE,24740,FALSE,FALSE,34,Light Pickup,Dodge Ram Pickup,2005,Pickup,Not Reported,None/Apparently Normal
2,2020,540018,1,1,0,FALSE,25428,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cruze,2016,Sedan,Not Distracted,None/Apparently Normal
2,2020,540018,2,1,1,FALSE,25438,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Suzuki 450-749cc,2006,Motorcycle,Not Reported,None/Apparently Normal
1,2020,540019,1,1,1,FALSE,25071,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2004,Utility/Minivan,Not Reported,None/Apparently Normal
1,2020,540020,1,1,1,FALSE,26180,FALSE,FALSE,34,Light Pickup,Dodge Dakota,1998,Pickup,Not Reported,Emotional
1,2020,540021,1,1,1,FALSE,25606,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2016,ATV/Off road,Not Reported,None/Apparently Normal
1,2020,540022,1,1,1,FALSE,26104,FALSE,FALSE,34,Light Pickup,Ford Ranger,2004,Pickup,Not Reported,None/Apparently Normal
1,2020,540023,1,1,1,FALSE,23915,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Freightliner Medium/Heavy - CBE,2016,Truck-tractor,Not Reported,Unknown
2,2020,540024,1,2,2,FALSE,26386,FALSE,FALSE,6,Station Wagon (excluding van and truck based),KIA Soul,2013,Sedan,Not Reported,None/Apparently Normal
2,2020,540024,2,2,0,FALSE,18466,FALSE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2013,Pickup,Not Reported,None/Apparently Normal
1,2020,540025,1,1,1,TRUE,26241,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota 4-Runner,1999,Utility/Minivan,Not Reported,Under the Influence
3,2020,540026,1,3,0,TRUE,NA,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Ford E-Series Van/Econoline,2005,Bus/Large van,Not Reported,Under the Influence
3,2020,540026,2,1,1,FALSE,26679,FALSE,FALSE,3,3-door/2-door hatchback,Toyota Celica,1997,Sedan,Not Distracted,None/Apparently Normal
3,2020,540026,3,2,0,FALSE,27712,FALSE,FALSE,34,Light Pickup,Toyota Tacoma,2011,Pickup,Not Distracted,None/Apparently Normal
2,2020,540027,1,4,1,FALSE,25276,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Suzuki Grand Vitara (2003 on; see model 402 for models prior to 2003),2008,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2020,540027,2,1,0,TRUE,25276,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",GMC Acadia (2013 on. For 2007-2012 see model 008.),2015,Utility/Minivan,Not Reported,Under the Influence
2,2020,540028,1,2,1,TRUE,21740,TRUE,FALSE,2,"2-door sedan,hardtop,coupe","Honda Civic/CRX, del Sol",2008,Sedan,"Distracted by Outside Person, Object or Event",Unknown
2,2020,540028,2,2,0,FALSE,19116,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Volvo Medium/Heavy – CBE,2019,Truck-tractor,Not Distracted,None/Apparently Normal
2,2020,540029,1,1,1,TRUE,25103,TRUE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chevrolet Uplander,2007,Utility/Minivan,Not Reported,None/Apparently Normal
2,2020,540029,2,2,0,FALSE,25015,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge Caravan/Grand Caravan,2014,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2020,540030,1,1,1,TRUE,25674,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2012,Utility/Minivan,Not Reported,None/Apparently Normal
2,2020,540031,1,1,0,FALSE,41564,FALSE,FALSE,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",Dodge Medium/Heavy – CBE,2018,Straight truck,Not Distracted,None/Apparently Normal
2,2020,540031,2,1,1,FALSE,25048,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chevrolet Astro Van,2005,Utility/Minivan,Not Reported,None/Apparently Normal
1,2020,540032,1,1,0,FALSE,26525,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Equinox,2014,Utility/Minivan,While Manipulating Mobile Phone,None/Apparently Normal
2,2020,540033,1,2,0,TRUE,25801,FALSE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2013,Pickup,Not Distracted,None/Apparently Normal
2,2020,540033,2,1,1,TRUE,25161,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cruze,2016,Sedan,Not Reported,None/Apparently Normal
1,2020,540034,1,2,1,FALSE,26419,FALSE,FALSE,34,Light Pickup,Toyota Tacoma,2008,Pickup,Not Reported,None/Apparently Normal
2,2020,540035,1,1,0,FALSE,17267,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Mack Medium/Heavy - CBE,2012,Truck-tractor,Not Distracted,None/Apparently Normal
2,2020,540035,2,1,0,FALSE,25411,FALSE,FALSE,4,"4-door sedan, hardtop",Acura Legend,1994,Sedan,Not Reported,None/Apparently Normal
2,2020,540036,1,1,1,FALSE,26270,FALSE,FALSE,5,5-door/4-door hatchback,Ford Fiesta,2011,Sedan,Not Reported,Unknown
2,2020,540036,2,1,1,FALSE,26253,FALSE,FALSE,4,"4-door sedan, hardtop",KIA Forte,2017,Sedan,Not Reported,None/Apparently Normal
2,2020,540037,1,1,1,FALSE,45742,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota RAV4 *,2017,Utility/Minivan,Not Reported,Unknown
2,2020,540037,2,1,0,FALSE,26101,FALSE,FALSE,50,School Bus,"Bluebird Bus: Rear engine, Flat front",2002,Bus/Large van,Not Distracted,None/Apparently Normal
1,2020,540038,1,3,1,FALSE,25434,FALSE,FALSE,4,"4-door sedan, hardtop",KIA Optima,2009,Sedan,Not Reported,Under the Influence
2,2020,540039,1,1,0,FALSE,21795,FALSE,FALSE,4,"4-door sedan, hardtop",Chrysler Sebring,2008,Sedan,Not Distracted,"Ill, Blackout"
2,2020,540039,2,1,1,FALSE,25427,FALSE,FALSE,3,3-door/2-door hatchback,Mitsubishi Eclipse,2007,Sedan,Not Reported,None/Apparently Normal
1,2020,540040,1,5,1,TRUE,25148,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",GMC Jimmy/Typhoon/Envoy,2002,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2020,540041,1,1,1,TRUE,25419,TRUE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Harley-Davidson 750cc or greater,2014,Motorcycle,Not Reported,Unknown
2,2020,540041,2,2,0,FALSE,25420,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",GMC Fullsize Jimmy/Yukon,2009,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2020,540042,1,1,1,FALSE,43906,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Honda CR-V,2003,Utility/Minivan,Not Reported,None/Apparently Normal
2,2020,540042,2,1,0,FALSE,26421,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Mack Medium/Heavy - CBE,2007,Truck-tractor,Not Reported,None/Apparently Normal
1,2020,540043,1,1,1,FALSE,25434,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Lexus RX300/350,2002,Utility/Minivan,Not Reported,Unknown
1,2020,540044,1,1,0,TRUE,25177,TRUE,FALSE,4,"4-door sedan, hardtop",Volkswagen Jetta/Jetta SportsWagen,2019,Sedan,Not Reported,Under the Influence
2,2020,540045,1,5,1,FALSE,24740,FALSE,FALSE,4,"4-door sedan, hardtop","Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2003,Sedan,Not Reported,Unknown
2,2020,540045,2,1,0,FALSE,24701,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Honda Pilot,2005,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2020,540046,1,1,1,FALSE,26443,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Geo Tracker/Tracker,2004,Utility/Minivan,Not Reported,Unknown
2,2020,540047,1,1,0,FALSE,25524,FALSE,FALSE,34,Light Pickup,Ford F-Series pickup,2011,Pickup,Not Distracted,None/Apparently Normal
2,2020,540047,2,2,1,FALSE,25003,FALSE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2006,Pickup,Not Reported,None/Apparently Normal
1,2020,540048,1,1,1,TRUE,26218,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2004,ATV/Off road,Not Reported,None/Apparently Normal
2,2020,540049,1,1,1,FALSE,25508,TRUE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Reported,Unknown
2,2020,540049,2,1,0,FALSE,25508,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Camry,2015,Sedan,Not Distracted,None/Apparently Normal
2,2020,540050,1,1,1,FALSE,26143,TRUE,FALSE,3,3-door/2-door hatchback,Toyota Scion tC (2005-2011 only.  See Scion for 2012 on.),2011,Sedan,Not Reported,None/Apparently Normal
2,2020,540050,2,2,0,FALSE,26141,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chrysler Town and Country,2012,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2020,540051,1,7,1,TRUE,25302,FALSE,FALSE,34,Light Pickup,Dodge Ram Pickup,2013,Pickup,Not Reported,Under the Influence
1,2020,540052,1,1,1,TRUE,25976,TRUE,FALSE,34,Light Pickup,Dodge Ram Pickup,2019,Pickup,Not Reported,None/Apparently Normal
1,2020,540053,1,2,1,FALSE,25526,FALSE,FALSE,34,Light Pickup,Cadillac Escalade EXT (from 2007 on; see 480 for 2002-2006),2007,Pickup,Not Reported,Unknown
2,2020,540054,1,1,0,FALSE,24701,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Ford Taurus/Taurus X,2005,Sedan,Not Reported,Unknown
2,2020,540054,2,1,1,FALSE,24740,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Harley-Davidson 750cc or greater,2017,Motorcycle,Not Reported,None/Apparently Normal
1,2020,540055,1,2,1,FALSE,26101,FALSE,FALSE,6,Station Wagon (excluding van and truck based),"Volvo 70 Series (For XC70 for 2014 on, use model code 402)",2002,Sedan,Not Reported,Unknown
1,2020,540056,1,2,1,TRUE,26164,FALSE,FALSE,96,Recreational Off-Highway Vehicle,Other Make 350cc or greater (ATV),2013,ATV/Off road,Not Reported,None/Apparently Normal
1,2020,540057,1,1,1,FALSE,45723,FALSE,FALSE,5,5-door/4-door hatchback,Honda Fit,2017,Sedan,Not Reported,None/Apparently Normal
2,2020,540058,1,1,1,FALSE,25951,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cruze,2017,Sedan,Not Reported,None/Apparently Normal
2,2020,540058,2,2,0,TRUE,25825,TRUE,FALSE,4,"4-door sedan, hardtop",Dodge Charger,2019,Sedan,Not Reported,Under the Influence
2,2020,540059,1,1,1,FALSE,78504,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Yamaha 750cc or greater,2014,Motorcycle,Not Reported,None/Apparently Normal
2,2020,540059,2,1,0,FALSE,25420,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",Mack Medium/Heavy – COE entry position unknown,2006,Straight truck,Not Distracted,None/Apparently Normal
1,2020,540060,1,2,2,TRUE,25517,TRUE,FALSE,34,Light Pickup,Dodge Ram Pickup,1998,Pickup,Not Reported,Unknown
1,2020,540061,1,3,1,FALSE,25309,TRUE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Suburban (from 2004 on; see 431 for 1950-2003),2012,Utility/Minivan,Not Reported,None/Apparently Normal
1,2020,540062,1,2,1,TRUE,24970,TRUE,FALSE,34,Light Pickup,Dodge Ram Pickup,2017,Pickup,Not Reported,Under the Influence
1,2020,540063,1,1,0,FALSE,25879,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",International Harvester/Navistar Medium/Heavy - CBE,2016,Straight truck,Not Distracted,None/Apparently Normal
1,2020,540064,1,4,1,TRUE,26456,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2005,Utility/Minivan,Not Reported,Under the Influence
2,2020,540065,1,1,0,FALSE,25252,FALSE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2010,Pickup,Not Distracted,None/Apparently Normal
2,2020,540065,2,1,1,FALSE,25276,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Ford E-Series Van/Econoline,2002,Bus/Large van,Not Reported,None/Apparently Normal
4,2020,540066,1,1,1,TRUE,26508,FALSE,FALSE,4,"4-door sedan, hardtop",Chrysler 300M/300/300C/300S,2019,Sedan,Not Reported,None/Apparently Normal
4,2020,540066,2,1,0,FALSE,26508,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Equinox,2018,Utility/Minivan,Not Reported,None/Apparently Normal
4,2020,540066,3,1,1,FALSE,26351,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Corolla,1996,Sedan,Not Reported,None/Apparently Normal
4,2020,540066,4,1,0,FALSE,26501,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",Peterbilt Medium/Heavy - CBE,2020,Straight truck,Not Distracted,None/Apparently Normal
1,2020,540067,1,NA,0,FALSE,NA,NA,TRUE,98,Not Reported,Not Reported Not Reported,NA,Unknown,Reported as Unknown if Distracted,Unknown
2,2020,540068,1,1,1,FALSE,25427,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Liberty,2004,Utility/Minivan,Not Reported,None/Apparently Normal
2,2020,540068,2,1,0,FALSE,25420,FALSE,FALSE,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)","Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2005,Pickup,Not Distracted,None/Apparently Normal
3,2020,540069,1,1,1,FALSE,15212,FALSE,FALSE,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",Other Make Hino,2018,Straight truck,While Talking or Listening to Mobile Phone,None/Apparently Normal
3,2020,540069,2,1,0,FALSE,33415,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Freightliner Medium/Heavy - CBE,2012,Truck-tractor,Not Distracted,None/Apparently Normal
3,2020,540069,3,1,0,FALSE,15417,FALSE,FALSE,34,Light Pickup,Ford F-Series pickup,2017,Pickup,Not Distracted,None/Apparently Normal
1,2020,540070,1,1,1,FALSE,25557,FALSE,FALSE,34,Light Pickup,"GMC C, K, R, V-series pickup/     Sierra",1999,Pickup,Not Reported,Unknown
1,2020,540071,1,1,1,FALSE,26033,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2008,ATV/Off road,Not Reported,None/Apparently Normal
2,2020,540072,1,5,1,FALSE,26241,FALSE,FALSE,4,"4-door sedan, hardtop",Lincoln Continental (thru '81)/ Town Car,1997,Sedan,Not Reported,Under the Influence
2,2020,540072,2,1,0,FALSE,26241,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge Caravan/Grand Caravan,2014,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2020,540073,1,1,1,TRUE,26101,FALSE,FALSE,34,Light Pickup,"Chevrolet C, K, R, V-series pickup/Silverado",2002,Pickup,Not Reported,None/Apparently Normal
3,2020,540073,2,2,0,FALSE,45715,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Dart (2013 on. See model 001 for 1960-1976.),2014,Sedan,Not Reported,None/Apparently Normal
2,2020,540074,1,2,0,FALSE,21550,FALSE,FALSE,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",Kenworth Medium/Heavy - CBE,2007,Straight truck,Not Distracted,None/Apparently Normal
2,2020,540074,2,1,1,FALSE,26241,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota RAV4 *,2019,Utility/Minivan,Not Reported,None/Apparently Normal
1,2020,540076,1,2,1,FALSE,25404,FALSE,FALSE,4,"4-door sedan, hardtop",Mitsubishi Lancer/Lancer Sportback/ Lancer Evolution,2011,Sedan,Not Reported,Under the Influence
1,2020,540077,1,1,1,FALSE,25427,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Camry,2007,Sedan,Not Reported,None/Apparently Normal
2,2020,540078,1,1,1,FALSE,21157,FALSE,FALSE,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)","Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2016,Pickup,Reported as Unknown if Distracted,None/Apparently Normal
2,2020,540078,2,1,0,FALSE,24354,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Volvo Medium/Heavy – CBE,2019,Truck-tractor,Not Distracted,None/Apparently Normal
1,2020,540079,1,1,1,TRUE,26452,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2001,ATV/Off road,Not Reported,None/Apparently Normal
1,2020,540080,1,2,1,TRUE,25901,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2020,ATV/Off road,Not Reported,Other Physical Impairment
4,2020,540081,1,1,0,FALSE,25437,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2009,Utility/Minivan,While Talking or Listening to Mobile Phone,None/Apparently Normal
4,2020,540081,2,2,0,FALSE,26704,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Hyundai Elantra,2010,Sedan,Not Distracted,None/Apparently Normal
4,2020,540081,3,2,1,FALSE,26812,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Honda 750 cc or greater,2002,Motorcycle,Not Reported,None/Apparently Normal
4,2020,540081,4,2,0,FALSE,26812,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Honda 450-749 cc,2005,Motorcycle,Not Distracted,None/Apparently Normal
1,2020,540082,1,2,2,TRUE,26542,FALSE,FALSE,96,Recreational Off-Highway Vehicle,Other Make 350cc or greater (ATV),2016,ATV/Off road,Not Reported,Under the Influence
1,2020,540083,1,1,1,FALSE,25701,FALSE,FALSE,4,"4-door sedan, hardtop",Lexus ES-250/300/300h/330/ 350,2004,Sedan,Not Reported,None/Apparently Normal
1,2020,540084,1,1,1,TRUE,26101,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Ford Freestar,2004,Utility/Minivan,Not Reported,"Ill, Blackout"
1,2020,540086,1,4,1,TRUE,19808,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),2007,ATV/Off road,Not Reported,Under the Influence
2,2020,540087,1,2,1,FALSE,24605,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2001,Utility/Minivan,Not Reported,Under the Influence
2,2020,540087,2,2,0,FALSE,24701,FALSE,FALSE,96,Recreational Off-Highway Vehicle,Other Make 350cc or greater (ATV),2016,ATV/Off road,Reported as Unknown if Distracted,None/Apparently Normal
2,2020,540088,1,1,1,FALSE,25801,TRUE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Kawasaki 450-749cc,2018,Motorcycle,Not Reported,None/Apparently Normal
2,2020,540088,2,4,0,FALSE,25831,FALSE,FALSE,34,Light Pickup,Nissan/Datsun Frontier (1998 on),2019,Pickup,Not Distracted,None/Apparently Normal
1,2020,540089,1,1,1,FALSE,26501,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Subaru SVX,1995,Sedan,Not Reported,Unknown
2,2020,540090,1,3,0,FALSE,25125,FALSE,FALSE,34,Light Pickup,Toyota Tacoma,2014,Pickup,Not Reported,None/Apparently Normal
2,2020,540090,2,1,1,FALSE,25125,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 125-349cc (ATV),1997,ATV/Off road,Not Reported,None/Apparently Normal
2,2020,540091,1,2,1,FALSE,25404,FALSE,FALSE,4,"4-door sedan, hardtop",Chrysler 300M/300/300C/300S,1999,Sedan,Not Reported,Under the Influence
2,2020,540091,2,2,1,FALSE,25443,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Dodge Challenger (2008 on; for 1970-74 see model 005),2018,Sedan,Not Reported,Under the Influence
1,2020,540092,1,1,1,TRUE,21782,FALSE,FALSE,4,"4-door sedan, hardtop",Pontiac G6,2006,Sedan,Reported as Unknown if Distracted,Under the Influence
2,2020,540093,1,1,1,FALSE,26143,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cobalt,2007,Sedan,Not Reported,None/Apparently Normal
2,2020,540093,2,3,0,FALSE,26142,FALSE,FALSE,3,3-door/2-door hatchback,Mitsubishi Eclipse,2006,Sedan,Not Reported,None/Apparently Normal
1,2020,540094,1,2,1,TRUE,26201,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2005,Utility/Minivan,Not Reported,Under the Influence
1,2020,540095,1,2,1,TRUE,24946,FALSE,FALSE,4,"4-door sedan, hardtop",Cadillac STS,2008,Sedan,Not Reported,Under the Influence
1,2020,540096,1,1,0,FALSE,24870,FALSE,FALSE,34,Light Pickup,Nissan/Datsun Titan (from 2007 on; see 473 for 2004-06),2010,Pickup,Not Distracted,Under the Influence
1,2020,540097,1,NA,0,FALSE,NA,NA,TRUE,98,Not Reported,Not Reported Not Reported,NA,Unknown,Not Reported,Unknown
1,2020,540098,1,1,0,FALSE,26003,FALSE,FALSE,5,5-door/4-door hatchback,Scion xD (2012 on.  See Toyota for 2007-2011),2012,Sedan,Not Distracted,None/Apparently Normal
1,2020,540099,1,2,2,FALSE,26102,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Kawasaki 450-749cc,2007,Motorcycle,Not Reported,None/Apparently Normal
2,2020,540100,1,1,0,FALSE,26431,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Buick / Opel Encore,2015,Utility/Minivan,Not Reported,None/Apparently Normal
2,2020,540100,2,1,1,FALSE,26422,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Harley-Davidson 750cc or greater,2010,Motorcycle,Not Reported,None/Apparently Normal
2,2020,540101,1,1,1,FALSE,25428,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cavalier,2002,Sedan,Not Reported,None/Apparently Normal
2,2020,540101,2,2,0,FALSE,25404,FALSE,FALSE,4,"4-door sedan, hardtop",Nissan/Datsun Altima,2019,Sedan,Not Distracted,None/Apparently Normal
4,2020,540102,1,1,0,FALSE,26847,TRUE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chrysler Town and Country,2016,Utility/Minivan,Not Distracted,None/Apparently Normal
4,2020,540102,2,1,0,FALSE,26833,FALSE,FALSE,4,"4-door sedan, hardtop",Subaru Impreza,2008,Sedan,Not Distracted,None/Apparently Normal
4,2020,540102,3,1,1,FALSE,26833,FALSE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Harley-Davidson 750cc or greater,1995,Motorcycle,Not Distracted,None/Apparently Normal
4,2020,540102,4,1,0,FALSE,26833,FALSE,FALSE,34,Light Pickup,Ford F-Series pickup,2004,Pickup,Not Distracted,None/Apparently Normal
2,2020,540103,1,1,1,FALSE,24853,TRUE,FALSE,34,Light Pickup,Dodge Ram Pickup,2013,Pickup,Not Reported,Under the Influence
2,2020,540103,2,2,0,FALSE,24630,FALSE,FALSE,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)","Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2011,Pickup,Not Distracted,None/Apparently Normal
1,2020,540104,1,1,0,FALSE,26426,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Hyundai Kona,2020,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2020,540105,1,2,1,TRUE,26003,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cruze,2015,Sedan,Not Reported,Under the Influence
1,2020,540106,1,1,1,TRUE,24916,FALSE,FALSE,84,Motor Scooter,Unknown Make Electric Motorcycle,NA,ATV/Off road,Not Reported,Under the Influence
2,2020,540107,1,1,1,TRUE,25976,TRUE,FALSE,80,Two Wheel Motorcycle (excluding motor scooters),Harley-Davidson 750cc or greater,2002,Motorcycle,Not Reported,None/Apparently Normal
2,2020,540107,2,2,0,FALSE,25854,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Dodge Nitro,2007,Utility/Minivan,Not Reported,None/Apparently Normal
