CaseYear,ST_CASE,crashDate,LONGITUD,LATITUDE,COUNTYNAME,HARM_EVNAME,HARM_EV,DRUNK_DR,WEATHERNAME,EMS_flag,EMS_time,Hosp_flag,Hosp_time,totalvehicles,fatals,persons,peds
2019,540090,2019-05-16T00:26:00Z,-80.78523889,37.99126944,GREENBRIER (25),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540092,2019-06-05T15:30:00Z,-81.80664444,37.49224444,MCDOWELL (47),Motor Vehicle In-Transport,12,TRUE,Cloudy,Yes,15:45,Unknown time,NA,2,1,2,0
2019,540093,2019-06-09T21:13:00Z,-82.30867778,38.41309444,CABELL (11),Pedestrian,8,FALSE,Clear,Yes,21:23,Yes,21:43,1,1,1,1
2019,540094,2019-06-09T00:00:00Z,-81.02036111,38.52641389,CLAY (15),Tree (Standing Only),42,TRUE,Other,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540095,2019-06-12T00:13:00Z,-80.20985278,39.38286944,HARRISON (33),Guardrail Face,24,TRUE,Clear,Yes,00:25,Yes,00:37,1,1,1,0
2019,540096,2019-06-15T02:43:00Z,-82.43505278,38.42352222,CABELL (11),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540097,2019-06-16T12:05:00Z,-80.17515833,38.98066389,UPSHUR (97),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,4,0
2019,540098,2019-06-19T12:32:00Z,-81.91476111,38.45421944,PUTNAM (79),Tree (Standing Only),42,FALSE,Clear,Yes,12:41,Yes,14:03,1,1,2,0
2019,540099,2019-06-25T13:50:00Z,-81.87107222,37.69435278,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2019,540100,2019-06-21T16:10:00Z,-78.48027778,39.18493889,HAMPSHIRE (27),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540101,2019-06-25T10:53:00Z,-81.62759444,38.18381667,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540102,2019-06-26T20:03:00Z,-80.55979167,38.21939167,NICHOLAS (67),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,4,1
2019,540103,2019-06-27T05:15:00Z,-81.40160556,38.17058333,KANAWHA (39),Pedalcyclist,9,FALSE,Clear,Yes,05:23,Not Applicable/Notified,NA,1,1,1,1
2019,540104,2019-06-27T05:30:00Z,-81.54355833,38.40986944,KANAWHA (39),Parked Motor Vehicle,14,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,1,0
2019,540105,2019-06-27T18:58:00Z,-80.61178889,38.22072778,NICHOLAS (67),Pedalcyclist,9,FALSE,Clear,Yes,19:12,Cancelled,NA,1,1,1,1
2019,540106,2019-06-29T20:34:00Z,-81.99893889,37.8319,LOGAN (45),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2019,540107,2019-06-29T01:28:00Z,-80.1162,39.4751,MARION (49),Cable Barrier,57,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540108,2019-06-29T19:25:00Z,-80.39143333,39.11093056,LEWIS (41),Boulder,17,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540109,2019-06-29T19:50:00Z,-78.6008,39.4327,HAMPSHIRE (27),Ditch,34,TRUE,Clear,Yes,20:16,Yes,20:52,1,1,1,0
2019,540110,2019-06-24T21:04:00Z,-77.93240833,39.515275,BERKELEY (3),Fence,38,TRUE,Clear,Yes,21:20,Yes,21:35,2,1,4,0
2019,540111,2019-04-25T09:20:00Z,-81.47805278,38.20418889,KANAWHA (39),Ditch,34,FALSE,Clear,Yes,09:32,Yes,10:10,1,1,2,0
2019,540112,2019-05-10T17:09:00Z,-81.6351,38.3603,KANAWHA (39),Parked Motor Vehicle,14,FALSE,Clear,Unknown time,NA,Unknown time,NA,4,1,3,1
2019,540113,2019-05-25T23:00:00Z,-81.58548333,38.41806389,KANAWHA (39),Embankment,35,TRUE,Clear,Yes,23:19,Yes,23:45,1,1,1,0
2019,540114,2019-07-01T09:25:00Z,-77.94076389,39.45452222,BERKELEY (3),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540115,2019-07-01T23:40:00Z,-77.97113056,39.24256944,JEFFERSON (37),Other Fixed Object,43,FALSE,Clear,Yes,00:07,Yes,01:36,1,1,1,0
2019,540116,2019-07-03T16:41:00Z,-81.97998056,38.54870833,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,16:51,Unknown time,NA,2,1,6,0
2019,540117,2019-07-08T18:30:00Z,-80.9147,39.2693,RITCHIE (85),Guardrail Face,24,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540118,2019-07-12T13:03:00Z,-78.08876944,39.39857222,BERKELEY (3),Pedestrian,8,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,1
2019,540119,2019-07-12T15:29:00Z,-80.90485833,38.15864167,NICHOLAS (67),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,3,1,12,0
2019,540120,2019-07-13T19:25:00Z,-81.54540833,39.11053056,WOOD (107),Embankment,35,FALSE,Clear,Yes,19:39,Not Applicable/Notified,NA,1,1,1,0
2019,540121,2019-07-13T23:48:00Z,-79.779725,39.53814167,PRESTON (77),Parked Motor Vehicle,14,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,1,0
2019,540122,2019-07-16T13:44:00Z,-78.01699444,39.33483056,BERKELEY (3),Motor Vehicle In-Transport,12,TRUE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2019,540123,2019-07-17T12:50:00Z,-81.86058889,38.53724444,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2019,540124,2019-07-24T12:39:00Z,-80.43041944,39.01791944,LEWIS (41),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540125,2019-07-26T01:36:00Z,-79.73766389,39.50370556,PRESTON (77),Culvert,32,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540126,2019-07-27T05:00:00Z,-82.22578333,38.42955556,CABELL (11),Bridge Rail (Includes parapet),23,FALSE,Clear,Yes,05:16,Yes,05:45,2,1,3,0
2019,540127,2019-07-29T16:14:00Z,-81.59481944,38.30521944,KANAWHA (39),Pedestrian,8,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540128,2019-07-02T13:30:00Z,-81.07346667,38.46319722,CLAY (15),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540129,2019-07-31T06:44:00Z,-81.03263611,39.22513889,RITCHIE (85),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,06:50,Yes,07:49,3,1,3,0
2019,540130,2019-08-02T04:15:00Z,-82.29533611,38.45915833,CABELL (11),Pedestrian,8,FALSE,Clear,Yes,04:23,Not Applicable/Notified,NA,1,1,1,1
2019,540131,2019-08-03T19:03:00Z,-80.33311389,37.77706667,GREENBRIER (25),Pedestrian,8,FALSE,Clear,Yes,19:32,Yes,20:20,1,1,1,1
2019,540132,2019-08-03T11:28:00Z,-81.96240278,38.74916111,MASON (53),Guardrail Face,24,FALSE,Clear,Yes,11:43,Yes,12:08,1,1,1,0
2019,540133,2019-08-05T12:15:00Z,-80.58050556,40.04283333,OHIO (69),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540134,2019-08-06T17:12:00Z,-81.25030833,37.70766389,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2019,540135,2019-08-08T11:43:00Z,-81.25034167,37.70764444,RALEIGH (81),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540136,2019-08-08T18:27:00Z,-78.13503889,39.43888056,BERKELEY (3),Fell/Jumped from Vehicle,5,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540137,2019-08-10T07:50:00Z,-80.78693889,38.43421111,NICHOLAS (67),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,2,4,0
2019,540138,2019-08-14T19:31:00Z,-81.15703333,37.81106944,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,3,1,3,0
2019,540139,2019-08-15T00:27:00Z,-81.07378056,37.36664444,MERCER (55),Pedestrian,8,FALSE,Clear,Yes,00:35,Yes,00:53,1,1,2,1
2019,540140,2019-08-15T03:41:00Z,-82.05952778,38.41906944,CABELL (11),Pedestrian,8,FALSE,Clear,Yes,03:53,Yes,04:28,1,1,1,1
2019,540141,2019-08-16T05:40:00Z,-82.18386944,38.593475,MASON (53),Utility Pole/Light Support,30,FALSE,Other,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540142,2019-08-18T02:30:00Z,-77.92727778,39.34224444,JEFFERSON (37),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,03:07,Yes,03:53,2,1,3,0
2019,540143,2019-08-20T13:34:00Z,-80.42776389,37.79392222,GREENBRIER (25),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2019,540144,2019-08-21T14:52:00Z,-78.22861667,39.62566111,MORGAN (65),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,2,3,0
2019,540145,2019-08-22T23:45:00Z,-78.28353889,39.51928056,MORGAN (65),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540146,2019-08-24T21:15:00Z,-81.03353611,38.98690833,CALHOUN (13),Parked Motor Vehicle,14,TRUE,Clear,Yes,21:28,Yes,22:03,2,1,2,0
2019,540147,2019-08-25T04:26:00Z,-82.3009,38.46854167,CABELL (11),Guardrail Face,24,TRUE,Clear,Yes,04:35,Not Applicable/Notified,NA,1,1,1,0
2019,540148,2019-08-29T21:19:00Z,-80.878275,39.61147778,WETZEL (103),Ditch,34,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540149,2019-08-30T09:18:00Z,-82.44468056,38.414625,CABELL (11),Parked Motor Vehicle,14,FALSE,Clear,Unknown time,NA,Unknown time,NA,3,1,1,1
2019,540150,2019-08-31T00:14:00Z,-80.38556667,39.03970833,LEWIS (41),Other Fixed Object,43,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540151,2019-08-31T17:14:00Z,-80.47851389,39.01695833,LEWIS (41),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,2,4,0
2019,540152,2019-05-07T11:25:00Z,-81.05914722,37.31525278,MERCER (55),Cable Barrier,57,FALSE,Clear,Yes,11:36,Yes,12:14,1,1,1,0
2019,540153,2019-08-29T13:04:00Z,-81.75399444,38.29875833,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540154,2019-08-31T14:25:00Z,-79.99971944,39.081938890000004,BARBOUR (1),Rollover/Overturn,1,FALSE,Clear,Yes,14:38,Not Applicable/Notified,NA,1,1,1,0
2019,540155,2019-05-26T19:45:00Z,-82.45676111,38.07961944,WAYNE (99),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Cancelled,NA,2,1,2,0
2019,540156,2019-05-06T17:59:00Z,-80.88168056,38.67977222,BRAXTON (7),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540157,2019-07-20T23:16:00Z,-80.36198889,39.3322,HARRISON (33),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2019,540158,2019-09-01T18:24:00Z,-80.97663889,37.34098889,MERCER (55),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,18:31,Yes,21:00,2,1,3,0
2019,540159,2019-09-04T00:01:00Z,-81.05608611,38.80682222,GILMER (21),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540160,2019-09-04T10:11:00Z,-79.9542,38.9446,RANDOLPH (83),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,10:19,Unknown time,NA,2,2,3,0
2019,540161,2019-09-05T04:00:00Z,-82.14574444,38.83313056,MASON (53),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540162,2019-09-05T12:16:00Z,-80.10918611,39.68300278,MONONGALIA (61),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,4,1,4,0
2019,540163,2019-09-07T00:10:00Z,-81.14123611,37.82854444,RALEIGH (81),Other Fixed Object,43,TRUE,Clear,Yes,00:31,Yes,00:49,1,1,1,0
2019,540164,2019-09-09T20:04:00Z,-79.92976944,38.77201111,RANDOLPH (83),Pedestrian,8,FALSE,Clear,Yes,20:24,Yes,20:45,1,1,1,1
2019,540165,2019-09-10T13:51:00Z,-81.37422778,37.77359444,RALEIGH (81),"Post, Pole or Other Supports",31,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540166,2019-09-12T12:36:00Z,-81.74623611,38.78053333,JACKSON (35),Tree (Standing Only),42,FALSE,Clear,Yes,12:54,Yes,13:40,1,1,3,0
2019,540167,2019-09-12T00:19:00Z,-82.05921944,37.8988,LOGAN (45),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,00:35,Yes,01:20,2,1,3,0
2019,540168,2019-09-12T08:50:00Z,-79.98556111,39.07833056,BARBOUR (1),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,09:01,Unknown time,NA,5,2,6,0
2019,540169,2019-09-15T16:23:00Z,-78.88862778,39.33112778,MINERAL (57),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,17:04,Unknown time,NA,2,1,4,0
2019,540171,2019-09-16T17:26:00Z,-81.1683,37.4064,MERCER (55),Embankment,35,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540172,2019-09-18T06:33:00Z,-81.77237778,38.29286111,KANAWHA (39),Pedestrian,8,FALSE,Other,Yes,06:47,Not Applicable/Notified,NA,1,1,1,1
2019,540173,2019-09-23T16:30:00Z,-82.15336944,38.28137778,LINCOLN (43),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,2,1,4,0
2019,540174,2019-09-24T13:10:00Z,-81.82887222,38.26800278,LINCOLN (43),Parked Motor Vehicle,14,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2019,540175,2019-09-25T13:13:00Z,-79.8889,39.6539,MONONGALIA (61),Guardrail Face,24,FALSE,Clear,Yes,13:23,Not Applicable/Notified,NA,1,1,1,0
2019,540176,2019-09-26T11:50:00Z,-82.45379722,38.36498056,WAYNE (99),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2019,540177,2019-09-29T08:00:00Z,-81.18376111,37.79473611,RALEIGH (81),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540178,2019-09-25T14:44:00Z,-80.06844444,39.33556389,TAYLOR (91),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,3,0
2019,540179,2019-09-28T04:33:00Z,-81.47214167,38.60646944,ROANE (87),Boulder,17,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540180,2019-10-02T19:00:00Z,-77.96956389,39.47549167,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540181,2019-10-03T20:33:00Z,-82.01843611,38.33799722,PUTNAM (79),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540182,2019-10-05T14:25:00Z,-81.87471944,38.545,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,3,1,5,0
2019,540183,2019-10-05T19:30:00Z,-79.93663611,39.61094444,MONONGALIA (61),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540184,2019-10-07T11:05:00Z,-82.59536667,38.13938333,WAYNE (99),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,2,1,4,0
2019,540185,2019-10-08T09:48:00Z,-78.15579444,39.63991389,MORGAN (65),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540186,2019-10-09T20:40:00Z,-78.04840556,39.36372778,BERKELEY (3),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,21:20,Yes,21:34,4,1,9,0
2019,540187,2019-10-10T18:14:00Z,-82.45513889,38.37116111,WAYNE (99),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,2,1
2019,540188,2019-10-10T22:10:00Z,-80.52613889,40.36641944,BROOKE (9),Embankment,35,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540189,2019-10-11T22:10:00Z,-81.5451,39.25082778,WOOD (107),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540191,2019-10-13T19:16:00Z,-80.16166111,38.83106111,UPSHUR (97),Rollover/Overturn,1,FALSE,Clear,Yes,20:00,Yes,21:00,1,1,3,0
2019,540192,2019-10-15T04:17:00Z,-81.06923889,37.64071667,RALEIGH (81),Utility Pole/Light Support,30,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540193,2019-10-15T17:10:00Z,-81.93605556,38.58636667,PUTNAM (79),Rollover/Overturn,1,TRUE,Clear,Yes,17:34,Yes,18:18,1,1,1,0
2019,540194,2019-10-15T14:12:00Z,-80.44075278,38.83194167,LEWIS (41),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540195,2019-10-17T00:53:00Z,-80.79008889,37.39606944,MONROE (63),Tree (Standing Only),42,FALSE,Rain,Yes,01:20,Not Applicable/Notified,NA,1,1,1,0
2019,540196,2019-10-19T15:16:00Z,-80.68488056,40.04976389,OHIO (69),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,3,2,4,0
2019,540197,2019-10-19T15:02:00Z,-81.93979444,37.485675,MCDOWELL (47),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540198,2019-10-20T09:00:00Z,-80.168441670000007,39.59060833,MARION (49),Tree (Standing Only),42,FALSE,Clear,Yes,09:40,Not Applicable/Notified,NA,1,1,1,0
2019,540199,2019-10-20T10:10:00Z,-81.02125,38.90113611,CALHOUN (13),Guardrail Face,24,FALSE,Rain,Yes,10:39,Yes,10:50,2,1,3,0
2019,540200,2019-10-20T23:45:00Z,-78.05896667,39.58770278,BERKELEY (3),Tree (Standing Only),42,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540201,2019-10-23T05:01:00Z,-82.33377778,38.379625,CABELL (11),Pedestrian,8,FALSE,Cloudy,Yes,05:14,Not Applicable/Notified,NA,1,1,1,1
2019,540202,2019-10-29T17:22:00Z,-79.28200833,38.67133611,PENDLETON (71),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,3,1,11,0
2019,540203,2019-10-28T07:30:00Z,-80.13581389,39.15388056,BARBOUR (1),Motor Vehicle In-Transport,12,FALSE,Other,Yes,07:46,Yes,08:19,2,1,2,0
2019,540204,2019-10-30T06:00:00Z,-79.28298333,39.20241667,GRANT (23),Motor Vehicle In-Transport,12,TRUE,Other,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540205,2019-06-10T22:35:00Z,-81.05487778,37.35814722,MERCER (55),Pedestrian,8,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540206,2019-10-27T08:50:00Z,-80.04550278,39.69754167,MONONGALIA (61),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540207,2019-08-04T11:40:00Z,-81.15083889,38.51879444,CLAY (15),Other Fixed Object,43,FALSE,Clear,Yes,12:20,Yes,12:39,1,1,1,0
2019,540208,2019-09-02T07:34:00Z,-79.63686389,39.66086667,PRESTON (77),Embankment,35,TRUE,NA,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540209,2019-09-11T20:00:00Z,-80.71189722,38.5393,BRAXTON (7),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,20:54,Yes,22:37,2,1,7,0
2019,540215,2019-11-01T15:32:00Z,-79.63676389,39.14818056,TUCKER (93),Ditch,34,FALSE,Clear,Yes,15:52,Not Applicable/Notified,NA,1,1,1,0
2019,540216,2019-11-03T21:20:00Z,-81.97796389,38.45609167,PUTNAM (79),Embankment,35,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,3,0
2019,540217,2019-11-03T16:48:00Z,-82.05079722,38.17655556,LINCOLN (43),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,2,0
2019,540218,2019-11-05T13:21:00Z,-79.92242222,39.61984167,MONONGALIA (61),Pedestrian,8,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2019,540225,2019-11-22T08:49:00Z,-80.55341667,38.92061111,LEWIS (41),Other Object (not fixed),18,FALSE,Rain,Yes,09:04,Yes,09:50,1,1,2,0
2019,540226,2019-11-24T05:48:00Z,-81.889575,37.57228056,MINGO (59),Other Fixed Object,43,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540227,2019-11-26T10:05:00Z,-81.12263611,38.03974444,FAYETTE (19),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2019,540228,2019-11-27T16:59:00Z,-80.641375,38.29152222,NICHOLAS (67),Guardrail Face,24,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2019,540229,2019-11-30T00:40:00Z,-82.454375,38.42015278,CABELL (11),Utility Pole/Light Support,30,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540230,2019-11-30T01:38:00Z,-81.86412778,37.60487778,MINGO (59),Ditch,34,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,5,0
2019,540231,2019-07-10T20:46:00Z,-80.75998333,38.615375,BRAXTON (7),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,3,0
2019,540232,2019-12-01T08:02:00Z,-81.44148056,39.37933889,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,08:24,Yes,09:00,2,1,3,0
2019,540233,2019-12-02T07:05:00Z,-80.64609167,39.03530278,LEWIS (41),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,07:21,Yes,08:16,2,1,5,0
2019,540234,2019-12-05T17:20:00Z,-80.5335,40.59816111,HANCOCK (29),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2019,540235,2019-12-06T16:40:00Z,-82.37762222,38.43005833,CABELL (11),"Post, Pole or Other Supports",31,TRUE,Rain,Yes,16:51,Yes,17:32,1,1,2,0
2019,540236,2019-12-07T00:00:00Z,-82.320475,38.39785833,CABELL (11),Tree (Standing Only),42,TRUE,Clear,Yes,06:42,Yes,07:11,1,1,2,0
2019,540237,2019-12-08T04:34:00Z,-81.95857222,38.98475833,MASON (53),Embankment,35,TRUE,Clear,Yes,04:53,Yes,05:36,1,1,2,0
2019,540238,2019-12-09T16:08:00Z,-78.0129,39.38655556,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,3,1,3,0
2019,540239,2019-12-13T17:10:00Z,-81.129,37.7499,RALEIGH (81),"Post, Pole or Other Supports",31,TRUE,Clear,Yes,18:29,Yes,18:40,1,1,1,0
2019,540240,2019-12-13T18:30:00Z,-80.82674444,39.63581944,WETZEL (103),Embankment,35,FALSE,Rain,Yes,18:43,Yes,19:19,1,1,4,0
2019,540241,2019-12-20T19:24:00Z,-82.44957222,38.39728611,CABELL (11),Pedestrian,8,FALSE,Clear,Yes,19:34,Yes,19:58,1,1,1,1
2019,540242,NA,-81.87899167,37.47080278,MCDOWELL (47),Embankment,35,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540243,2019-12-25T23:27:00Z,-80.22033333,39.46333333,MARION (49),Building,19,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540244,2019-12-16T08:30:00Z,-78.69028056,39.31598889,HAMPSHIRE (27),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,2,3,0
2019,540245,2019-12-16T09:35:00Z,-80.72601667,39.93224444,MARSHALL (51),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2019,540246,2019-12-21T03:59:00Z,-81.10641944,37.48687778,MERCER (55),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,4,0
2019,540247,2019-12-28T17:26:00Z,-79.94744722,39.61043056,MONONGALIA (61),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,17:38,Unknown time,NA,2,1,2,0
2019,540248,2019-12-28T01:40:00Z,-81.95565556,38.432,PUTNAM (79),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,2,0
2019,540249,2019-12-29T10:25:00Z,-81.1063,39.2587,RITCHIE (85),Guardrail Face,24,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540250,2019-12-31T07:06:00Z,-80.05108333,39.24480278,BARBOUR (1),Embankment,35,FALSE,Clear,Yes,07:16,Not Applicable/Notified,NA,1,1,1,0
2019,540251,2019-12-31T21:10:00Z,-78.02254444,39.35261667,BERKELEY (3),Embankment,35,TRUE,Clear,Yes,21:51,Unknown time,NA,1,1,2,0
2019,540252,2019-11-25T14:05:00Z,-80.71776944,38.54842778,BRAXTON (7),Culvert,32,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2019,540219,2019-11-07T06:37:00Z,-80.700925,40.10443889,OHIO (69),Pedestrian,8,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,1
2019,540220,2019-11-09T02:43:00Z,-81.09649722,37.35716944,MERCER (55),Guardrail Face,24,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2019,540221,2019-11-10T16:06:00Z,-79.8354,38.9915,RANDOLPH (83),Guardrail Face,24,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2019,540222,2019-11-11T14:18:00Z,-81.0735,39.50575556,TYLER (95),Pedestrian,8,FALSE,Clear,Yes,14:26,Yes,15:13,1,1,1,1
